head_x,head_y,head_z,JAB,JAC,ABC,BCE,JAD,KDE,NIH,MGF,HIC,FGC,label
80.88 ,-53.91 ,665.44 ,71.81 ,71.22 ,176.19 ,70.55 ,70.55 ,59.31 ,127.79 ,55.29 ,80.90 ,90.81 ,forward
84.93 ,-51.45 ,663.54 ,71.62 ,71.02 ,176.13 ,70.39 ,70.39 ,59.41 ,115.48 ,56.76 ,84.61 ,88.49 ,forward
86.47 ,-51.53 ,662.35 ,71.56 ,70.96 ,176.12 ,70.32 ,70.32 ,57.58 ,125.95 ,58.04 ,82.31 ,90.74 ,forward
87.21 ,-50.50 ,662.65 ,71.50 ,70.90 ,176.10 ,70.28 ,70.28 ,59.70 ,114.08 ,55.40 ,83.52 ,86.56 ,forward
91.88 ,-49.95 ,672.34 ,70.99 ,70.34 ,175.42 ,70.06 ,70.06 ,56.71 ,127.68 ,57.22 ,85.77 ,92.41 ,forward
88.10 ,-46.17 ,663.93 ,72.59 ,72.15 ,176.50 ,72.12 ,72.12 ,60.10 ,119.77 ,52.20 ,87.17 ,94.69 ,forward
77.51 ,-55.47 ,665.77 ,72.36 ,71.73 ,175.89 ,71.56 ,71.56 ,59.42 ,122.40 ,54.53 ,84.40 ,90.03 ,forward
78.32 ,-51.02 ,663.26 ,72.26 ,71.45 ,174.39 ,71.36 ,71.36 ,59.54 ,125.04 ,54.54 ,86.18 ,86.96 ,forward
80.03 ,-51.37 ,666.15 ,73.94 ,72.82 ,173.10 ,72.91 ,72.91 ,61.70 ,121.98 ,52.80 ,81.83 ,96.39 ,forward
72.78 ,-54.13 ,657.58 ,78.45 ,75.01 ,168.42 ,73.45 ,73.45 ,60.72 ,121.49 ,56.20 ,83.64 ,89.52 ,forward
68.38 ,-55.07 ,649.58 ,77.19 ,73.12 ,166.69 ,72.50 ,72.50 ,56.23 ,119.24 ,56.75 ,80.38 ,95.84 ,forward
62.44 ,-55.05 ,641.03 ,77.22 ,73.81 ,168.86 ,73.42 ,73.42 ,59.31 ,114.29 ,53.93 ,84.79 ,91.85 ,forward
71.78 ,-51.48 ,654.22 ,76.34 ,72.82 ,168.47 ,72.15 ,72.15 ,61.46 ,115.41 ,52.51 ,83.90 ,90.80 ,forward
69.20 ,-53.33 ,651.29 ,75.91 ,72.27 ,168.39 ,71.73 ,71.73 ,58.17 ,121.43 ,55.66 ,81.08 ,90.10 ,forward
69.06 ,-48.06 ,648.85 ,76.40 ,72.38 ,166.84 ,71.95 ,71.95 ,62.00 ,120.17 ,56.20 ,82.84 ,93.30 ,forward
72.90 ,-47.71 ,656.89 ,76.08 ,71.70 ,165.25 ,71.44 ,71.44 ,57.25 ,122.52 ,52.11 ,79.92 ,90.73 ,forward
97.91 ,-48.11 ,678.06 ,69.87 ,64.96 ,165.44 ,64.20 ,64.20 ,62.45 ,115.06 ,52.19 ,79.96 ,90.49 ,forward
99.74 ,-43.79 ,681.72 ,72.36 ,67.68 ,164.68 ,67.01 ,67.01 ,59.97 ,117.89 ,58.12 ,81.47 ,93.88 ,forward
95.26 ,-44.36 ,681.85 ,72.55 ,67.90 ,164.80 ,67.35 ,67.35 ,56.81 ,121.71 ,55.68 ,80.83 ,94.22 ,forward
83.92 ,-46.33 ,666.82 ,74.84 ,71.20 ,167.53 ,70.30 ,70.30 ,60.80 ,123.29 ,57.95 ,88.08 ,90.28 ,forward
80.31 ,-45.92 ,665.38 ,76.71 ,73.46 ,167.99 ,72.44 ,72.44 ,56.55 ,122.15 ,53.02 ,84.30 ,90.79 ,forward
80.71 ,-47.02 ,665.34 ,76.68 ,73.44 ,168.08 ,72.44 ,72.44 ,60.21 ,124.12 ,56.32 ,88.05 ,90.64 ,forward
84.67 ,-48.48 ,667.37 ,76.51 ,73.26 ,168.06 ,72.13 ,72.13 ,56.80 ,126.43 ,52.13 ,80.76 ,94.64 ,forward
79.61 ,-48.87 ,670.76 ,76.83 ,73.54 ,167.81 ,72.90 ,72.90 ,58.11 ,121.52 ,58.30 ,85.58 ,92.57 ,forward
69.03 ,-50.47 ,667.00 ,77.99 ,74.11 ,166.72 ,73.12 ,73.12 ,57.35 ,121.22 ,57.56 ,80.07 ,93.67 ,forward
76.58 ,-35.61 ,660.62 ,76.36 ,72.91 ,168.16 ,71.65 ,71.65 ,59.31 ,115.01 ,52.72 ,80.16 ,96.28 ,forward
83.89 ,-28.37 ,655.60 ,75.31 ,71.66 ,167.43 ,70.13 ,70.13 ,59.48 ,115.27 ,54.22 ,86.30 ,96.02 ,forward
78.81 ,-43.69 ,664.42 ,77.81 ,74.16 ,167.11 ,73.29 ,73.29 ,61.97 ,118.30 ,58.16 ,81.40 ,90.01 ,forward
77.59 ,-35.38 ,665.79 ,76.71 ,73.42 ,167.82 ,72.83 ,72.83 ,57.22 ,119.68 ,54.33 ,90.03 ,93.26 ,forward
76.93 ,-34.07 ,667.26 ,76.72 ,73.43 ,167.82 ,72.85 ,72.85 ,58.79 ,118.31 ,54.76 ,80.48 ,86.62 ,forward
77.65 ,-34.08 ,667.42 ,76.69 ,73.40 ,167.81 ,72.79 ,72.79 ,60.90 ,120.98 ,52.66 ,83.08 ,89.55 ,forward
77.70 ,-34.30 ,667.65 ,76.69 ,73.40 ,167.82 ,72.79 ,72.79 ,61.68 ,117.80 ,54.68 ,87.19 ,91.49 ,forward
77.72 ,-34.38 ,667.72 ,76.69 ,73.40 ,167.82 ,72.79 ,72.79 ,58.91 ,125.80 ,58.16 ,84.96 ,88.80 ,forward
77.72 ,-34.39 ,667.72 ,76.69 ,73.40 ,167.82 ,72.79 ,72.79 ,60.89 ,122.58 ,58.10 ,89.38 ,86.77 ,forward
86.03 ,-37.51 ,679.26 ,75.91 ,71.73 ,165.71 ,70.90 ,70.90 ,62.43 ,124.74 ,56.51 ,85.24 ,89.19 ,forward
75.41 ,-39.85 ,666.08 ,78.07 ,75.23 ,169.72 ,74.16 ,74.16 ,56.26 ,117.08 ,58.05 ,86.45 ,90.06 ,forward
81.04 ,-43.29 ,668.95 ,74.71 ,70.94 ,167.18 ,70.29 ,70.29 ,60.73 ,114.28 ,52.51 ,81.99 ,86.18 ,forward
76.49 ,-39.97 ,677.74 ,75.76 ,72.61 ,168.07 ,72.18 ,72.18 ,59.30 ,116.95 ,54.66 ,85.86 ,91.65 ,forward
77.66 ,-41.56 ,676.99 ,75.74 ,72.58 ,168.08 ,72.15 ,72.15 ,58.06 ,122.45 ,52.89 ,89.45 ,91.36 ,forward
78.99 ,-42.32 ,670.06 ,74.72 ,71.68 ,168.31 ,71.58 ,71.58 ,58.78 ,126.47 ,56.61 ,86.68 ,87.39 ,forward
78.56 ,-42.76 ,670.41 ,74.74 ,71.71 ,168.35 ,71.64 ,71.64 ,62.23 ,116.66 ,55.94 ,84.19 ,96.33 ,forward
79.59 ,-40.91 ,669.70 ,74.51 ,71.11 ,167.68 ,70.94 ,70.94 ,62.02 ,116.25 ,56.79 ,83.43 ,89.49 ,forward
78.70 ,-40.51 ,669.79 ,74.55 ,71.16 ,167.70 ,71.02 ,71.02 ,60.55 ,119.20 ,56.64 ,87.58 ,90.62 ,forward
78.60 ,-40.50 ,669.71 ,74.56 ,71.16 ,167.70 ,71.03 ,71.03 ,62.24 ,123.46 ,53.82 ,82.00 ,93.38 ,forward
82.16 ,-48.82 ,669.25 ,73.27 ,69.51 ,166.81 ,69.45 ,69.45 ,57.32 ,115.62 ,57.84 ,87.45 ,91.25 ,forward
93.52 ,-43.66 ,680.03 ,72.61 ,69.00 ,166.89 ,69.45 ,69.45 ,61.86 ,127.08 ,54.78 ,88.90 ,93.51 ,forward
93.20 ,-43.98 ,680.35 ,72.63 ,69.02 ,166.92 ,69.48 ,69.48 ,57.21 ,119.83 ,56.38 ,83.34 ,85.69 ,forward
83.93 ,-44.68 ,676.77 ,74.31 ,70.60 ,167.01 ,70.11 ,70.11 ,55.61 ,124.76 ,56.86 ,85.36 ,88.23 ,forward
79.87 ,-35.46 ,676.50 ,75.81 ,72.35 ,167.70 ,71.51 ,71.51 ,56.30 ,123.20 ,53.30 ,83.66 ,86.16 ,forward
79.18 ,-33.23 ,675.21 ,75.89 ,72.44 ,167.67 ,71.63 ,71.63 ,55.62 ,117.36 ,55.00 ,87.20 ,91.71 ,forward
77.96 ,-35.35 ,672.92 ,76.34 ,73.04 ,168.17 ,72.19 ,72.19 ,61.59 ,117.90 ,54.39 ,85.59 ,92.79 ,forward
79.99 ,-34.02 ,679.04 ,76.70 ,73.13 ,167.47 ,72.20 ,72.20 ,59.40 ,125.63 ,56.63 ,88.55 ,86.95 ,forward
82.31 ,-35.45 ,668.33 ,76.11 ,72.85 ,168.28 ,71.81 ,71.81 ,62.14 ,119.98 ,57.65 ,83.09 ,86.01 ,forward
79.02 ,-37.36 ,672.54 ,76.87 ,73.63 ,168.36 ,72.65 ,72.65 ,58.18 ,119.83 ,55.70 ,89.56 ,94.41 ,forward
75.32 ,-41.76 ,676.28 ,77.63 ,74.34 ,168.21 ,73.43 ,73.43 ,58.65 ,119.43 ,58.15 ,89.09 ,93.98 ,forward
78.50 ,-38.87 ,676.74 ,77.42 ,74.14 ,168.22 ,73.19 ,73.19 ,58.95 ,117.70 ,57.00 ,84.85 ,94.37 ,forward
78.75 ,-39.21 ,676.65 ,77.41 ,74.13 ,168.23 ,73.17 ,73.17 ,58.20 ,115.01 ,55.38 ,89.20 ,94.49 ,forward
76.41 ,-32.96 ,659.40 ,76.91 ,74.28 ,170.15 ,73.32 ,73.32 ,62.29 ,113.89 ,53.62 ,85.41 ,94.82 ,forward
76.42 ,-32.97 ,659.40 ,76.91 ,74.28 ,170.16 ,73.32 ,73.32 ,57.76 ,117.71 ,57.07 ,87.85 ,87.23 ,forward
74.75 ,-34.62 ,667.89 ,77.07 ,74.59 ,170.75 ,73.69 ,73.69 ,60.25 ,125.07 ,53.89 ,85.72 ,89.31 ,forward
74.75 ,-34.62 ,667.89 ,77.07 ,74.59 ,170.75 ,73.69 ,73.69 ,57.87 ,115.75 ,55.21 ,85.02 ,88.46 ,forward
72.19 ,-31.86 ,672.10 ,77.53 ,74.42 ,169.07 ,73.33 ,73.33 ,58.80 ,125.96 ,52.16 ,87.90 ,88.69 ,forward
72.20 ,-27.96 ,675.82 ,77.03 ,73.17 ,166.94 ,72.06 ,72.06 ,59.02 ,118.44 ,52.36 ,88.20 ,88.39 ,forward
69.29 ,-33.16 ,662.70 ,77.32 ,73.67 ,167.17 ,72.89 ,72.89 ,59.76 ,125.39 ,57.58 ,82.91 ,92.21 ,forward
64.14 ,-45.81 ,664.26 ,78.14 ,74.68 ,167.92 ,74.04 ,74.04 ,57.94 ,125.09 ,56.34 ,89.23 ,94.06 ,forward
50.02 ,-64.43 ,670.48 ,80.03 ,76.64 ,168.71 ,75.56 ,75.56 ,61.38 ,126.05 ,57.86 ,82.36 ,94.34 ,forward
48.71 ,-61.12 ,666.01 ,80.09 ,76.68 ,168.64 ,75.67 ,75.67 ,55.75 ,127.03 ,53.07 ,83.78 ,92.20 ,forward
40.99 ,-74.63 ,664.60 ,82.69 ,79.56 ,170.13 ,78.52 ,78.52 ,58.87 ,120.07 ,56.19 ,84.65 ,94.95 ,forward
40.34 ,-80.07 ,670.62 ,82.06 ,78.83 ,169.89 ,77.65 ,77.65 ,56.63 ,123.75 ,52.50 ,81.72 ,95.83 ,forward
44.77 ,-144.02 ,755.59 ,72.71 ,69.33 ,168.52 ,69.14 ,69.14 ,57.67 ,124.07 ,57.53 ,88.36 ,93.27 ,forward
-22.94 ,-202.94 ,826.01 ,90.04 ,89.71 ,177.59 ,88.94 ,88.94 ,58.81 ,121.46 ,53.11 ,87.04 ,92.48 ,forward
-22.87 ,-188.43 ,792.63 ,88.33 ,87.30 ,172.32 ,85.06 ,85.06 ,57.40 ,114.30 ,56.65 ,89.38 ,88.65 ,forward
103.80 ,-85.59 ,626.63 ,71.56 ,72.44 ,177.94 ,66.32 ,66.32 ,57.74 ,126.34 ,53.11 ,88.53 ,87.85 ,forward
115.28 ,-77.26 ,648.43 ,69.85 ,70.21 ,179.15 ,64.49 ,64.49 ,60.53 ,127.35 ,57.76 ,81.33 ,88.15 ,forward
116.27 ,-107.73 ,681.58 ,71.87 ,72.52 ,178.39 ,65.92 ,65.92 ,60.91 ,121.18 ,55.71 ,79.99 ,94.87 ,forward
109.39 ,-80.39 ,644.26 ,70.89 ,72.19 ,175.52 ,67.35 ,67.35 ,58.02 ,124.69 ,53.29 ,89.49 ,89.90 ,forward
112.85 ,-62.35 ,630.31 ,72.31 ,69.79 ,170.26 ,66.85 ,66.85 ,56.63 ,125.18 ,54.43 ,82.83 ,90.12 ,forward
114.33 ,-64.87 ,637.59 ,72.38 ,69.35 ,167.93 ,67.00 ,67.00 ,55.86 ,120.10 ,57.34 ,82.74 ,94.67 ,forward
112.89 ,-71.55 ,640.80 ,76.68 ,72.78 ,166.66 ,68.90 ,68.90 ,57.67 ,120.21 ,54.33 ,89.45 ,88.22 ,forward
110.40 ,-98.65 ,670.78 ,78.87 ,75.67 ,167.78 ,71.97 ,71.97 ,57.48 ,127.90 ,57.71 ,82.55 ,90.04 ,forward
110.94 ,-87.29 ,654.74 ,81.63 ,78.04 ,167.18 ,72.39 ,72.39 ,61.04 ,121.18 ,55.73 ,81.94 ,90.42 ,forward
105.78 ,-72.65 ,643.82 ,81.07 ,77.45 ,167.02 ,71.76 ,71.76 ,59.68 ,120.83 ,57.79 ,89.09 ,89.23 ,forward
111.02 ,-73.23 ,645.48 ,78.68 ,74.97 ,164.77 ,71.43 ,71.43 ,58.98 ,121.15 ,57.86 ,88.55 ,88.28 ,forward
105.12 ,-82.49 ,655.61 ,81.40 ,78.31 ,168.09 ,74.88 ,74.88 ,56.89 ,116.52 ,57.03 ,81.45 ,93.62 ,forward
106.82 ,-96.44 ,666.07 ,82.00 ,79.63 ,170.81 ,76.31 ,76.31 ,58.48 ,113.90 ,55.08 ,83.80 ,95.56 ,forward
115.16 ,-70.36 ,642.25 ,81.09 ,78.49 ,169.96 ,75.10 ,75.10 ,60.01 ,114.15 ,56.69 ,90.04 ,96.12 ,forward
109.41 ,-70.69 ,653.92 ,78.89 ,76.85 ,172.75 ,73.22 ,73.22 ,60.43 ,124.62 ,55.58 ,81.37 ,85.61 ,forward
108.58 ,-73.54 ,639.45 ,80.46 ,78.61 ,173.37 ,76.02 ,76.02 ,62.45 ,116.51 ,55.49 ,83.39 ,87.17 ,forward
110.67 ,-105.09 ,685.20 ,80.21 ,78.74 ,174.68 ,76.04 ,76.04 ,59.60 ,127.14 ,55.89 ,81.09 ,94.50 ,forward
104.73 ,-71.76 ,651.30 ,78.47 ,76.45 ,172.72 ,73.38 ,73.38 ,61.12 ,126.86 ,56.46 ,86.68 ,89.79 ,forward
102.64 ,-74.35 ,656.86 ,79.39 ,77.61 ,173.44 ,74.76 ,74.76 ,59.74 ,120.64 ,51.89 ,87.43 ,86.12 ,forward
100.66 ,-77.80 ,657.66 ,79.51 ,77.86 ,173.95 ,74.94 ,74.94 ,56.49 ,127.99 ,58.14 ,85.38 ,90.63 ,forward
105.91 ,-88.06 ,663.36 ,79.73 ,77.99 ,173.75 ,75.23 ,75.23 ,57.13 ,118.71 ,56.29 ,80.66 ,94.57 ,forward
108.59 ,-91.65 ,662.22 ,82.80 ,81.84 ,176.57 ,78.41 ,78.41 ,61.57 ,117.54 ,57.52 ,85.66 ,94.57 ,forward
91.72 ,-68.74 ,646.26 ,82.99 ,81.93 ,176.24 ,78.01 ,78.01 ,55.64 ,125.43 ,54.71 ,87.53 ,88.65 ,forward
92.44 ,-89.30 ,650.94 ,82.88 ,81.56 ,174.25 ,79.93 ,79.93 ,56.58 ,116.73 ,53.55 ,87.03 ,92.15 ,forward
91.70 ,-75.15 ,648.03 ,82.52 ,81.12 ,173.98 ,78.62 ,78.62 ,57.80 ,119.73 ,54.91 ,83.80 ,85.56 ,forward
114.47 ,-106.66 ,681.32 ,79.70 ,78.05 ,173.49 ,75.74 ,75.74 ,61.88 ,127.38 ,55.73 ,86.80 ,95.93 ,forward
100.74 ,-84.90 ,663.14 ,79.56 ,78.00 ,173.58 ,75.59 ,75.59 ,62.47 ,122.55 ,57.15 ,84.91 ,86.21 ,forward
109.17 ,-99.14 ,672.62 ,79.49 ,78.08 ,175.12 ,75.45 ,75.45 ,57.44 ,120.03 ,58.15 ,87.28 ,93.33 ,forward
97.77 ,-95.96 ,655.94 ,81.41 ,80.56 ,176.75 ,78.29 ,78.29 ,57.35 ,125.78 ,56.23 ,84.34 ,87.28 ,forward
106.08 ,-95.85 ,663.95 ,77.59 ,75.71 ,173.13 ,73.79 ,73.79 ,59.94 ,114.52 ,57.22 ,87.56 ,95.07 ,forward
112.17 ,-117.98 ,683.26 ,80.60 ,78.24 ,170.03 ,77.11 ,77.11 ,61.23 ,126.14 ,53.74 ,85.55 ,88.62 ,forward
94.15 ,-71.28 ,637.76 ,79.45 ,77.69 ,173.13 ,74.98 ,74.98 ,56.52 ,125.14 ,57.79 ,82.51 ,85.91 ,forward
86.78 ,-78.35 ,656.29 ,80.50 ,78.91 ,173.96 ,76.49 ,76.49 ,60.77 ,125.85 ,52.64 ,87.93 ,87.64 ,forward
86.20 ,-73.98 ,655.61 ,79.36 ,77.64 ,173.97 ,75.59 ,75.59 ,59.42 ,114.04 ,55.31 ,87.11 ,87.47 ,forward
110.71 ,-109.26 ,672.19 ,81.16 ,79.26 ,172.68 ,77.33 ,77.33 ,58.67 ,127.29 ,54.36 ,82.59 ,88.71 ,forward
88.84 ,-59.46 ,642.33 ,77.37 ,76.17 ,176.10 ,73.10 ,73.10 ,58.80 ,127.56 ,54.80 ,88.96 ,89.07 ,forward
98.16 ,-101.52 ,672.39 ,82.92 ,80.97 ,172.56 ,78.28 ,78.28 ,61.59 ,121.83 ,54.81 ,88.62 ,85.69 ,forward
95.97 ,-74.97 ,658.46 ,78.76 ,77.22 ,174.39 ,74.47 ,74.47 ,62.24 ,117.00 ,58.29 ,80.98 ,96.40 ,forward
90.07 ,-83.67 ,662.43 ,79.18 ,77.80 ,174.91 ,75.48 ,75.48 ,57.13 ,119.95 ,58.14 ,89.18 ,88.73 ,forward
92.86 ,-73.93 ,654.23 ,79.97 ,78.62 ,175.06 ,75.75 ,75.75 ,62.40 ,125.11 ,56.01 ,80.32 ,87.22 ,forward
92.99 ,-64.83 ,647.23 ,77.37 ,76.02 ,175.38 ,73.25 ,73.25 ,59.62 ,114.95 ,53.95 ,89.89 ,89.48 ,forward
92.06 ,-107.63 ,663.65 ,83.25 ,81.62 ,173.36 ,80.18 ,80.18 ,57.11 ,125.91 ,56.65 ,83.57 ,88.57 ,forward
97.78 ,-89.88 ,664.00 ,79.90 ,78.16 ,173.53 ,75.68 ,75.68 ,55.61 ,115.16 ,54.65 ,87.57 ,87.91 ,forward
99.10 ,-94.39 ,664.78 ,81.30 ,79.78 ,174.32 ,77.51 ,77.51 ,61.04 ,125.62 ,56.21 ,88.07 ,86.14 ,forward
103.50 ,-97.37 ,667.62 ,80.97 ,79.04 ,172.77 ,75.98 ,75.98 ,57.07 ,122.20 ,52.96 ,86.41 ,92.50 ,forward
98.31 ,-92.39 ,667.75 ,82.99 ,81.47 ,174.36 ,78.19 ,78.19 ,58.20 ,121.69 ,55.41 ,80.97 ,94.26 ,forward
89.63 ,-86.44 ,644.33 ,81.05 ,79.32 ,173.72 ,77.89 ,77.89 ,58.74 ,121.43 ,53.63 ,83.95 ,91.93 ,forward
107.09 ,-96.09 ,678.77 ,77.68 ,75.93 ,174.27 ,72.89 ,72.89 ,59.23 ,125.96 ,52.49 ,80.45 ,96.34 ,forward
105.51 ,-101.68 ,676.33 ,80.22 ,78.39 ,173.66 ,76.24 ,76.24 ,57.96 ,122.86 ,56.28 ,87.40 ,91.80 ,forward
92.29 ,-84.32 ,661.79 ,80.26 ,77.99 ,172.06 ,76.07 ,76.07 ,59.16 ,127.25 ,55.92 ,84.26 ,89.75 ,forward
117.86 ,-97.56 ,677.30 ,79.50 ,77.22 ,171.96 ,74.16 ,74.16 ,60.98 ,124.77 ,52.63 ,85.04 ,91.03 ,forward
109.47 ,-96.89 ,668.50 ,80.10 ,78.32 ,172.93 ,75.46 ,75.46 ,60.55 ,114.49 ,51.84 ,84.43 ,94.01 ,forward
116.92 ,-104.98 ,680.16 ,76.95 ,74.71 ,171.92 ,72.05 ,72.05 ,57.31 ,115.26 ,52.33 ,80.27 ,94.60 ,forward
120.11 ,-125.42 ,688.93 ,80.96 ,79.14 ,171.87 ,77.55 ,77.55 ,58.31 ,126.81 ,54.34 ,84.42 ,87.98 ,forward
92.61 ,-79.24 ,651.73 ,78.93 ,77.07 ,172.68 ,75.80 ,75.80 ,60.05 ,121.35 ,56.96 ,81.85 ,86.48 ,forward
114.45 ,-112.69 ,676.09 ,80.55 ,77.71 ,170.44 ,75.24 ,75.24 ,56.91 ,120.51 ,57.86 ,89.09 ,95.59 ,forward
115.56 ,-108.53 ,677.75 ,83.74 ,80.41 ,169.94 ,77.04 ,77.04 ,58.46 ,125.81 ,54.11 ,89.86 ,91.07 ,forward
118.72 ,-131.08 ,697.80 ,82.14 ,79.40 ,170.30 ,77.62 ,77.62 ,61.20 ,120.61 ,53.29 ,80.19 ,89.91 ,forward
83.95 ,-75.06 ,654.50 ,81.53 ,79.40 ,172.67 ,77.36 ,77.36 ,60.56 ,122.74 ,52.38 ,88.74 ,95.71 ,forward
87.68 ,-89.38 ,659.36 ,82.03 ,79.34 ,171.76 ,77.13 ,77.13 ,57.97 ,124.48 ,58.12 ,80.76 ,96.42 ,forward
115.05 ,-122.16 ,689.41 ,83.81 ,82.24 ,174.49 ,79.32 ,79.32 ,58.41 ,116.02 ,53.27 ,88.49 ,93.18 ,forward
111.44 ,-107.01 ,672.62 ,84.58 ,82.41 ,172.72 ,78.77 ,78.77 ,61.85 ,116.57 ,52.00 ,82.25 ,88.53 ,forward
101.80 ,-92.20 ,668.37 ,82.54 ,79.28 ,169.79 ,75.81 ,75.81 ,61.11 ,127.74 ,52.65 ,84.94 ,95.94 ,forward
127.95 ,-121.47 ,699.29 ,82.35 ,79.87 ,171.26 ,76.84 ,76.84 ,61.87 ,123.68 ,57.50 ,84.66 ,85.65 ,forward
109.46 ,-96.92 ,676.13 ,84.46 ,81.18 ,169.54 ,77.14 ,77.14 ,61.88 ,117.85 ,53.39 ,81.61 ,88.79 ,forward
115.06 ,-100.87 ,674.40 ,85.50 ,82.57 ,170.33 ,78.69 ,78.69 ,57.07 ,121.79 ,53.59 ,82.78 ,92.32 ,forward
115.61 ,-101.71 ,674.14 ,87.10 ,83.87 ,168.91 ,79.55 ,79.55 ,57.74 ,123.15 ,52.50 ,82.39 ,89.97 ,forward
114.61 ,-112.19 ,681.46 ,85.27 ,82.62 ,170.25 ,78.78 ,78.78 ,59.57 ,121.78 ,55.78 ,85.42 ,92.14 ,forward
114.94 ,-119.47 ,682.59 ,86.57 ,84.29 ,170.86 ,80.78 ,80.78 ,62.29 ,113.91 ,57.16 ,84.31 ,86.26 ,forward
99.18 ,-86.65 ,663.49 ,79.74 ,77.31 ,171.88 ,74.93 ,74.93 ,61.62 ,115.61 ,56.94 ,84.17 ,88.49 ,forward
108.21 ,-111.77 ,683.01 ,81.54 ,77.95 ,169.00 ,76.35 ,76.35 ,56.99 ,126.66 ,57.97 ,89.16 ,93.89 ,forward
107.87 ,-109.52 ,680.47 ,81.85 ,78.38 ,169.15 ,76.37 ,76.37 ,59.11 ,124.90 ,56.85 ,86.09 ,90.84 ,forward
107.82 ,-107.90 ,680.47 ,82.11 ,78.90 ,169.89 ,76.62 ,76.62 ,59.87 ,124.13 ,52.49 ,88.35 ,89.36 ,forward
115.65 ,-136.40 ,694.81 ,84.96 ,80.90 ,166.49 ,79.41 ,79.41 ,57.93 ,126.74 ,53.83 ,85.98 ,94.66 ,forward
104.24 ,-107.19 ,667.93 ,80.34 ,78.55 ,172.63 ,77.37 ,77.37 ,58.21 ,117.06 ,55.97 ,87.44 ,94.39 ,forward
109.24 ,-117.04 ,669.07 ,83.53 ,80.47 ,167.99 ,78.45 ,78.45 ,55.70 ,116.74 ,57.88 ,85.98 ,89.57 ,forward
107.12 ,-115.75 ,668.45 ,83.60 ,80.53 ,167.97 ,78.56 ,78.56 ,57.61 ,118.88 ,57.17 ,81.21 ,90.82 ,forward
96.84 ,-89.68 ,648.43 ,80.36 ,77.87 ,170.99 ,76.36 ,76.36 ,58.15 ,123.97 ,54.12 ,88.32 ,95.38 ,forward
122.88 ,-124.13 ,695.51 ,82.55 ,80.15 ,170.67 ,77.25 ,77.25 ,59.92 ,127.21 ,57.70 ,85.99 ,89.11 ,forward
114.28 ,-116.95 ,681.57 ,84.60 ,82.51 ,170.41 ,79.40 ,79.40 ,57.78 ,125.33 ,56.80 ,84.19 ,85.92 ,forward
113.24 ,-119.04 ,677.69 ,85.57 ,83.50 ,170.58 ,80.19 ,80.19 ,58.97 ,125.74 ,54.23 ,81.51 ,92.66 ,forward
109.57 ,-111.54 ,677.16 ,83.60 ,80.85 ,169.65 ,77.89 ,77.89 ,55.83 ,124.64 ,52.15 ,82.51 ,90.17 ,forward
111.64 ,-112.84 ,677.62 ,84.54 ,81.69 ,169.47 ,78.39 ,78.39 ,62.08 ,114.87 ,52.27 ,80.23 ,87.36 ,forward
111.21 ,-113.75 ,678.03 ,84.91 ,82.03 ,169.41 ,78.70 ,78.70 ,57.37 ,121.93 ,52.66 ,85.70 ,90.54 ,forward
90.33 ,-84.76 ,655.51 ,80.22 ,76.81 ,169.26 ,75.13 ,75.13 ,61.95 ,127.83 ,52.60 ,89.41 ,94.87 ,forward
109.05 ,-117.65 ,664.12 ,83.76 ,81.17 ,169.14 ,79.39 ,79.39 ,59.63 ,119.31 ,53.37 ,83.04 ,91.00 ,forward
90.31 ,-84.18 ,653.09 ,80.56 ,77.01 ,168.37 ,75.33 ,75.33 ,60.67 ,117.23 ,52.15 ,88.94 ,92.25 ,forward
108.78 ,-98.73 ,668.74 ,82.52 ,79.72 ,169.51 ,76.90 ,76.90 ,58.06 ,119.46 ,55.33 ,83.00 ,96.36 ,forward
101.08 ,-79.25 ,658.91 ,79.08 ,75.84 ,169.65 ,72.83 ,72.83 ,59.01 ,126.20 ,56.68 ,87.73 ,86.54 ,forward
127.28 ,-105.85 ,682.38 ,81.39 ,78.61 ,169.01 ,75.74 ,75.74 ,62.38 ,115.81 ,55.70 ,86.93 ,89.43 ,forward
103.31 ,-101.74 ,671.29 ,79.15 ,76.93 ,170.73 ,75.91 ,75.91 ,55.83 ,118.90 ,51.90 ,88.20 ,95.50 ,forward
108.42 ,-93.09 ,669.57 ,77.69 ,75.79 ,172.16 ,73.59 ,73.59 ,59.20 ,124.39 ,52.68 ,84.51 ,86.32 ,forward
126.46 ,-121.25 ,697.80 ,82.71 ,79.22 ,166.68 ,76.32 ,76.32 ,56.88 ,123.45 ,52.06 ,87.29 ,87.41 ,forward
107.78 ,-81.31 ,667.80 ,77.37 ,75.01 ,171.59 ,73.51 ,73.51 ,55.69 ,117.42 ,52.27 ,81.18 ,88.60 ,forward
116.48 ,-93.56 ,681.94 ,75.10 ,72.40 ,170.54 ,70.23 ,70.23 ,56.29 ,121.01 ,52.50 ,85.02 ,89.90 ,forward
117.26 ,-107.91 ,683.88 ,78.82 ,75.36 ,167.55 ,73.60 ,73.60 ,59.63 ,121.16 ,53.29 ,87.19 ,91.90 ,forward
110.16 ,-85.60 ,668.63 ,75.23 ,72.38 ,169.95 ,70.56 ,70.56 ,60.62 ,122.21 ,54.85 ,87.59 ,88.76 ,forward
121.10 ,-112.50 ,686.41 ,81.70 ,77.81 ,164.80 ,75.57 ,75.57 ,58.49 ,126.43 ,54.36 ,84.73 ,85.76 ,forward
